time,F_11,F_12,F_21,F_22,a0_x,a0_y,fiber_angle_deg,beta,beta_equilibrium,stimulus,strain_energy,sigma_11,sigma_12,sigma_21,sigma_22
3.275000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999972365096876370e-01,2.350951506910566036e-03,1.346997232663794120e-01,8.400225265193945745e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.661784986025142796e+00,1.999120721710147208e+01,2.161558389806255906e-02,2.161558389806255906e-02,-3.599967476908819020e+00
3.280000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999972934477714404e-01,2.326606355127189101e-03,1.333048450026336762e-01,8.400931983731361186e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.661840093937458906e+00,1.999242866819376729e+01,2.139356244439806834e-02,2.139356244439806834e-02,-3.599968144298841821e+00
3.285000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999973492127214314e-01,2.302513307352272495e-03,1.319244113518648065e-01,8.401633421706606875e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.661894783824323651e+00,1.999364082659434061e+01,2.117380762281100698e-02,2.117380762281101045e-02,-3.599968798014046456e+00
3.289999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999974038287083866e-01,2.278669752973333518e-03,1.305582727333892967e-01,8.402329618575753445e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.661949058937110646e+00,1.999484376512987183e+01,2.095629654536995332e-02,2.095629654536995679e-02,-3.599969438334050587e+00
3.295000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999974573194052585e-01,2.255073108410712932e-03,1.292062811155011981e-01,8.403020613500058467e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662002922500283919e+00,1.999603755601350841e+01,2.074100655057181664e-02,2.074100655057181664e-02,-3.599970065532773766e+00
3.300000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999975097079970565e-01,2.231720816837675161e-03,1.278682899994317279e-01,8.403706445348169130e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662056377711680577e+00,1.999722227085164050e+01,2.052791520119276111e-02,2.052791520119275764e-02,-3.599970679878548907e+00
3.305000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999975610171912832e-01,2.208610347903409814e-03,1.265441544034749122e-01,8.404387152698307162e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662109427742731960e+00,1.999839798064899554e+01,2.031700028215543616e-02,2.031700028215543616e-02,-3.599971281634236853e+00
3.310000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999976112692273711e-01,2.185739197458895933e-03,1.252337308472778188e-01,8.405062773840441537e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662162075738726763e+00,1.999956475581490878e+01,2.010823979841650649e-02,2.010823979841650649e-02,-3.599971871057339179e+00
3.314999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999976604858866747e-01,2.163104887285607729e-03,1.239368773362932719e-01,8.405733346778438975e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662214324819053290e+00,2.000072266616898631e+01,1.990161197287177233e-02,1.990161197287177233e-02,-3.599972448400103886e+00
3.320000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999977086885016853e-01,2.140704964827027084e-03,1.226534533463936316e-01,8.406398909232203343e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662266178077443257e+00,2.000187178094688534e+01,1.969709524427974701e-02,1.969709524427975048e-02,-3.599973013909633757e+00
3.325000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999977558979655790e-01,2.118537002922934228e-03,1.213833198086439191e-01,8.407059498639798401e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662317638582205603e+00,2.000301216880574628e+01,1.949466826520308838e-02,1.949466826520308838e-02,-3.599973567827992937e+00
3.330000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999978021347408763e-01,2.096598599546450978e-03,1.201263390942326759e-01,8.407715152159552785e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662368709376466303e+00,2.000414389782988422e+01,1.929430989996833157e-02,1.929430989996833157e-02,-3.599974110392304638e+00
3.335000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999978474188684352e-01,2.074887377543804031e-03,1.188823749995587264e-01,8.408365906672150558e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662419393478409280e+00,2.000526703553642349e+01,1.909599922264363508e-02,1.909599922264363508e-02,-3.599974641834855049e+00
3.339999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999978917699763326e-01,2.053400984376783575e-03,1.176512927314725676e-01,8.409011798782703995e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662469693881497346e+00,2.000638164888046688e+01,1.889971551503367986e-02,1.889971551503367986e-02,-3.599975162383193705e+00
3.345000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999979352072881911e-01,2.032137091867869047e-03,1.164329588926704268e-01,8.409652864822814156e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662519613554701570e+00,2.000748780426052420e+01,1.870543826469264412e-02,1.870543826469264759e-02,-3.599975672260221415e+00
3.350000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999979777496316169e-01,2.011093395947989495e-03,1.152272414672396300e-01,8.410289140852615919e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662569155442733093e+00,2.000858556752387685e+01,1.851314716295472326e-02,1.851314716295472673e-02,-3.599976171684295068e+00
3.355000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999980194154461932e-01,1.990267616406896870e-03,1.140340098063535451e-01,8.410920662662803027e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662618322466265397e+00,2.000967500397187493e+01,1.832282210298193798e-02,1.832282210298193798e-02,-3.599976660869312450e+00
3.360000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999980602227915849e-01,1.969657496646127093e-03,1.128531346141150998e-01,8.411547465776643140e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662667117522152349e+00,2.001075617836495368e+01,1.813444317782908141e-02,1.813444317782908488e-02,-3.599977140024807287e+00
3.364999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999981001893554211e-01,1.949260803434513549e-03,1.116844879335462115e-01,8.412169585451978460e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662715543483646918e+00,2.001182915492785597e+01,1.794799067852598934e-02,1.794799067852598587e-02,-3.599977609356034947e+00
3.370000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999981393324609558e-01,1.929075326666232406e-03,1.105279431327228640e-01,8.412787056683203035e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662763603200620111e+00,2.001289399735464158e+01,1.776344509217672382e-02,1.776344509217672729e-02,-3.599978069064062147e+00
3.375000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999981776690743951e-01,1.909098879121354838e-03,1.093833748910534309e-01,8.413399914203237850e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662811299499770801e+00,2.001395076881367885e+01,1.758078710007574333e-02,1.758078710007574333e-02,-3.599978519345849559e+00
3.380000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999982152158124471e-01,1.889329296228876636e-03,1.082506591856993161e-01,8.414008192485479265e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662858635184843337e+00,2.001499953195271786e+01,1.739999757584092394e-02,1.739999757584092047e-02,-3.599978960394337069e+00
3.385000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999982519889494270e-01,1.869764435832201163e-03,1.071296732781360783e-01,8.414611925745740795e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662905613036825603e+00,2.001604034890348771e+01,1.722105758356278285e-02,1.722105758356278285e-02,-3.599979392398526823e+00
3.389999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999982880044244737e-01,1.850402177957050261e-03,1.060202957008537644e-01,8.415211147944177128e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662952235814165736e+00,2.001707328128677688e+01,1.704394837597094509e-02,1.704394837597094509e-02,-3.599979815543559170e+00
3.395000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999983232778479891e-01,1.831240424581777977e-03,1.049224062441949656e-01,8.415805892787195930e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.662998506252974185e+00,2.001809839021715831e+01,1.686865139261655225e-02,1.686865139261655572e-02,-3.599980230010794813e+00
3.400000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999983578245090765e-01,1.812277099410061938e-03,1.038358859433291675e-01,8.416396193729350772e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663044427067223552e+00,2.001911573630764352e+01,1.669514825807102976e-02,1.669514825807102976e-02,-3.599980635977891197e+00
3.405000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999983916593817579e-01,1.793510147645947881e-03,1.027606170653619783e-01,8.416982083975226292e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663090000948945324e+00,2.002012537967427619e+01,1.652342078014097659e-02,1.652342078014097659e-02,-3.599981033618876225e+00
3.410000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999984247971314133e-01,1.774937535771222612e-03,1.016964830965778749e-01,8.417563596481302257e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663135230568432821e+00,2.002112737994082536e+01,1.635345094809935451e-02,1.635345094809935451e-02,-3.599981423104224643e+00
3.414999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999984572521213311e-01,1.756557251325093936e-03,1.006433687298150387e-01,8.418140763957810968e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663180118574439259e+00,2.002212179624349275e+01,1.618522093093257772e-02,1.618522093093258118e-02,-3.599981804600927759e+00
3.420000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999984890384189251e-01,1.738367302686148709e-03,9.960115985197093291e-02,8.418713618870574678e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663224667594362938e+00,2.002310868723509429e+01,1.601871307560299995e-02,1.601871307560300689e-02,-3.599982178272565392e+00
3.425000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999985201698017301e-01,1.720365718856569498e-03,9.856974353163722169e-02,8.419282193442834128e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663268880234440417e+00,2.002408811108968933e+01,1.585390990532753105e-02,1.585390990532753452e-02,-3.599982544279377805e+00
3.430000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999985506597632856e-01,1.702550549248585572e-03,9.754900800686283624e-02,8.419846519657058215e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663312759079945247e+00,2.002506012550710324e+01,1.569079411787192152e-02,1.569079411787192152e-02,-3.599982902778328775e+00
3.435000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999985805215193535e-01,1.684919863473133706e-03,9.653884267304367606e-02,8.420406629256745878e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663356306695360942e+00,2.002602478771699879e+01,1.552934858385986855e-02,1.552934858385987028e-02,-3.599983253923176196e+00
3.439999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999986097680132469e-01,1.667471751130708861e-03,9.553913807093772359e-02,8.420962553748209123e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663399525624574160e+00,2.002698215448337038e+01,1.536955634509820125e-02,1.536955634509820125e-02,-3.599983597864536478e+00
3.445000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999986384119214922e-01,1.650204321604377628e-03,9.454978587480433738e-02,8.421514324402347151e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663442418391057220e+00,2.002793228210873622e+01,1.521140061291679883e-02,1.521140061291679883e-02,-3.599983934749947601e+00
3.450000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999986664656597135e-01,1.633115703854936878e-03,9.357067888066625261e-02,8.422061972256404960e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663484987498047074e+00,2.002887522643838025e+01,1.505486476652386288e-02,1.505486476652386114e-02,-3.599984264723932181e+00
3.455000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999986939413876286e-01,1.616204046218191592e-03,9.260171099469324818e-02,8.422605528115719720e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663527235428730711e+00,2.002981104286455150e+01,1.489993235137612552e-02,1.489993235137612552e-02,-3.599984587928060087e+00
3.460000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999987208510141556e-01,1.599467516204332350e-03,9.164277722170603713e-02,8.423145022555450501e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663569164646410581e+00,2.003073978633038266e+01,1.474658707756369182e-02,1.474658707756369182e-02,-3.599984904501007499e+00
3.464999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999987472062032978e-01,1.582904300299390601e-03,9.069377365379924227e-02,8.423680485922302452e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663610777594692003e+00,2.003166151133421380e+01,1.459481281821009557e-02,1.459481281821009557e-02,-3.599985214578615089e+00
3.470000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999987730183783619e-01,1.566512603768747828e-03,8.975459745908218046e-02,8.424211948336230993e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663652076697648807e+00,2.003257627193340795e+01,1.444459360788655916e-02,1.444459360788655916e-02,-3.599985518293947973e+00
3.475000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999987982987275092e-01,1.550290650462679337e-03,8.882514687053617852e-02,8.424739439692137122e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663693064360001639e+00,2.003348412174851489e+01,1.429591364104109558e-02,1.429591364104109731e-02,-3.599985815777350329e+00
3.480000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999988230582081972e-01,1.534236682623912711e-03,8.790532117498735254e-02,8.425262989661548296e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663733742967280271e+00,2.003438511396701216e+01,1.414875727044173984e-02,1.414875727044173984e-02,-3.599986107156501802e+00
3.485000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999988473075523965e-01,1.518348960697178153e-03,8.699502070219355954e-02,8.425782627694288207e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663774114885999245e+00,2.003527930134735513e+01,1.400310900563435379e-02,1.400310900563435552e-02,-3.599986392556472126e+00
3.489999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999988710572706996e-01,1.502625763140729050e-03,8.609414681404439773e-02,8.426298383020133231e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663814182463821734e+00,2.003616673622282818e+01,1.385895351141447698e-02,1.385895351141447698e-02,-3.599986672099771745e+00
3.495000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999988943176572054e-01,1.487065386239816260e-03,8.520260189387292293e-02,8.426810284650457783e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663853948029718977e+00,2.003704747050517199e+01,1.371627560631309001e-02,1.371627560631309001e-02,-3.599986945906409552e+00
3.500000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999989170987940712e-01,1.471666143922092940e-03,8.432028933587819297e-02,8.427318361379861900e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663893413894140139e+00,2.003792155568852706e+01,1.357506026109664247e-02,1.357506026109664421e-02,-3.599987214093938181e+00
3.505000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999989394105555096e-01,1.456426367574928642e-03,8.344711353465718295e-02,8.427822641787796609e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663932582349174849e+00,2.003878904285318896e+01,1.343529259728085991e-02,1.343529259728085817e-02,-3.599987476777505524e+00
3.510000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999989612626123403e-01,1.441344405864618174e-03,8.258297987484537750e-02,8.428323154240167092e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.663971455668700639e+00,2.003964998266903663e+01,1.329695788565788198e-02,1.329695788565788024e-02,-3.599987734069906686e+00
3.514999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999989826644363200e-01,1.426418624557459396e-03,8.172779472086426356e-02,8.428819926890931402e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664010036108559465e+00,2.004050442539958965e+01,1.316004154483777638e-02,1.316004154483777465e-02,-3.599987986081627955e+00
3.520000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999990036253036951e-01,1.411647406342685226e-03,8.088146540677532137e-02,8.429312987683681424e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664048325906693160e+00,2.004135242090512037e+01,1.302452913980266247e-02,1.302452913980266420e-02,-3.599988232920897424e+00
3.525000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999990241542999758e-01,1.397029150657228816e-03,8.004390022623888989e-02,8.429802364353217170e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664086327283319067e+00,2.004219401864672179e+01,1.289040638047516535e-02,1.289040638047516535e-02,-3.599988474693727625e+00
3.530000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999990442603232665e-01,1.382562273512301723e-03,7.921500842257710173e-02,8.430288084427105533e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664124042441067264e+00,2.004302926768949789e+01,1.275765912029937048e-02,1.275765912029937221e-02,-3.599988711503964378e+00
3.535000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999990639520882629e-01,1.368245207321769482e-03,7.839470017893970799e-02,8.430770175227229046e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664161473565137550e+00,2.004385821670611278e+01,1.262627335483537151e-02,1.262627335483537151e-02,-3.599988943453328094e+00
3.539999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999990832381302486e-01,1.354076400732303308e-03,7.758288660857165508e-02,8.431248663871321325e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664198622823452878e+00,2.004468091398040386e+01,1.249623522036692400e-02,1.249623522036692400e-02,-3.599989170641458180e+00
3.545000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999991021268087588e-01,1.340054318455289727e-03,7.677947974518162244e-02,8.431723577274495840e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664235492366803459e+00,2.004549740741065023e+01,1.236753099252184754e-02,1.236753099252184754e-02,-3.599989393165955232e+00
3.550000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999991206263106891e-01,1.326177441100482093e-03,7.598439253341010557e-02,8.432194942150755823e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664272084328995316e+00,2.004630774451300468e+01,1.224014708490542627e-02,1.224014708490542627e-02,-3.599989611122423216e+00
3.555000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999991387446547364e-01,1.312444265011373156e-03,7.519753881939633677e-02,8.432662785014499729e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664308400826993939e+00,2.004711197242481902e+01,1.211407004774650575e-02,1.211407004774650402e-02,-3.599989824604509892e+00
3.560000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999991564896940632e-01,1.298853302102272221e-03,7.441883334144283602e-02,8.433127132182013375e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664344443961074171e+00,2.004791013790805820e+01,1.198928656655636263e-02,1.198928656655636089e-02,-3.599990033703947212e+00
3.564999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999991738691200727e-01,1.285403079697070624e-03,7.364819172077662068e-02,8.433588009772946537e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664380215814954767e+00,2.004870228735242677e+01,1.186578346079989084e-02,1.186578346079988910e-02,-3.599990238510589968e+00
3.570000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999991908904658500e-01,1.272092140369675359e-03,7.288553045240615813e-02,8.434045443711785106e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664415718455942717e+00,2.004948846677865859e+01,1.174354768257937845e-02,1.174354768257937845e-02,-3.599990439112451757e+00
3.575000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999992075611091602e-01,1.258919041786093953e-03,7.213076689607289538e-02,8.434499459729308812e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664450953935080468e+00,2.005026872184192399e+01,1.162256631533077622e-02,1.162256631533077622e-02,-3.599990635595748056e+00
3.580000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999992238882756679e-01,1.245882356548157341e-03,7.138381926729661653e-02,8.434950083364037843e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664485924287271157e+00,2.005104309783469319e+01,1.150282657253173108e-02,1.150282657253172934e-02,-3.599990828044928648e+00
3.585000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999992398790422676e-01,1.232980672038858647e-03,7.064460662851344830e-02,8.435397339963670582e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664520631531425376e+00,2.005181163969009361e+01,1.138431579642222580e-02,1.138431579642222233e-02,-3.599991016542713140e+00
3.589999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999992555403401928e-01,1.220212590269293112e-03,6.991304888030552833e-02,8.435841254686509139e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664555077670588412e+00,2.005257439198486225e+01,1.126702145673689516e-02,1.126702145673689516e-02,-3.599991201170130495e+00
3.595000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999992708789575691e-01,1.207576727727183987e-03,6.918906675272182283e-02,8.436281852502873768e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664589264692087678e+00,2.005333139894270289e+01,1.115093114944965685e-02,1.115093114944965685e-02,-3.599991382006549667e+00
3.600000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999992859015427449e-01,1.195071715226976626e-03,6.847258179668841427e-02,8.436719158196508417e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664623194567652398e+00,2.005408270443704311e+01,1.103603259552967883e-02,1.103603259552967883e-02,-3.599991559129714691e+00
3.605000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999993006146072894e-01,1.182696197761484496e-03,6.776351637550806495e-02,8.437153196365972940e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664656869253555715e+00,2.005482835199426717e+01,1.092231363970948971e-02,1.092231363970948797e-02,-3.599991732615777984e+00
3.610000000000000142e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999993150245284346e-01,1.170448834355070642e-03,6.706179365644762691e-02,8.437583991426028662e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664690290690730379e+00,2.005556838479641613e+01,1.080976224926429724e-02,1.080976224926429724e-02,-3.599991902539334099e+00
3.614999999999999858e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999993291375520732e-01,1.158328297918350498e-03,6.636733760241259050e-02,8.438011567609011720e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664723460804914845e+00,2.005630284568447408e+01,1.069836651280335268e-02,1.069836651280335268e-02,-3.599992068973449033e+00
3.620000000000000284e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999993429597953121e-01,1.146333275104398494e-03,6.568007296370799442e-02,8.438435948966194200e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664756381506777849e+00,2.005703177716128494e+01,1.058811463907240354e-02,1.058811463907240354e-02,-3.599992231989691760e+00
3.625000000000000000e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999993564972493587e-01,1.134462466166443915e-03,6.499992526988435104e-02,8.438857159369139715e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664789054692027870e+00,2.005775522139400024e+01,1.047899495576719991e-02,1.047899495576720165e-02,-3.599992391658169311e+00
3.630000000000000426e+01,1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,9.999993697557819639e-01,1.122714584817039547e-03,6.432682082166839288e-02,8.439275222511045671e-01,8.494808204483388359e-01,4.462871026284194742e-01,1.664821482241565231e+00,2.005847322021758572e+01,1.037099590835905555e-02,1.037099590835905555e-02,-3.599992548047549867e+00
